,district_id,locale,size,perc_cost_increase
167,969420,Rural,Tiny,0.57246984596393267619
168,924094,Rural,Small,0.0236442298027659127062
169,883110,Rural,Tiny,4.536000000000000000000
170,895465,Town,Medium,1.310615384615384615385
171,919486,Town,Small,0.415929203539823008850
172,969629,Rural,Small,0.33004926108374384236
173,919659,Town,Small,0.2363488980180261413704300022053
174,903356,Rural,Small,0.1056280292252417351884
175,952344,Town,Small,1.04876178828131073538370022478236
176,929103,Rural,Small,3.0549575788274028111941
177,882607,Rural,Small,0.0222699548791451832564
178,967089,Rural,Small,0.50000000000000000000
179,911286,Suburban,Small,1.7338094430787488344494
180,952101,Rural,Small,1.34362177130093700524
181,967060,Town,Tiny,0.37500000000000000000
182,941121,Suburban,Small,0.00256410256410256410
183,928991,Rural,Tiny,0.07662835249042145594
184,953783,Rural,Small,0.18290254830514495635
185,954009,Rural,Small,0.8652455472049251736153
186,894344,Town,Small,1.081163194444444444434
187,911047,Suburban,Large,0.3779631864815932407966
188,919671,Town,Small,1.47240680220403381235
189,929193,Rural,Small,2.2447498882954956488436
190,919900,Town,Medium,13.086554847250049321528002
191,970120,Suburban,Large,0.35714285714285714286
192,975624,Rural,Medium,1.00000000000000000000
193,901616,Rural,Tiny,0.1251953735542356986558
194,883176,Rural,Small,1.5287482797848817878608
195,951433,Rural,Small,0.28000000000000000000
196,884047,Urban,Small,0.66666666666666666667
197,901953,Suburban,Medium,0.85714285714285714286
198,919514,Rural,Small,0.9911208880099630267339086464240
199,919684,Suburban,Medium,0.1291082787680601869281
200,919903,Town,Medium,0.99716133618246858934
201,983753,Rural,Small,0.7617748513404788547437
202,911060,Suburban,Medium,0.0380250777083352176286
203,969475,Suburban,Medium,0.23630197735498593458
204,929171,Rural,Small,0.94545454545454545455
205,901005,Rural,Small,1.37634408602150537634
206,952343,Rural,Tiny,117.29000690656434004039747759851303
207,920036,Town,Medium,7.737580271773877261799552
208,894146,Rural,Small,0.0073222339773929506097
209,970237,Town,Medium,0.65627791175953264476
210,883222,Rural,Small,2.71657142857142857132
211,929010,Rural,Small,4.7014253563390847711928
212,900949,Town,Tiny,1.50000000000000000000
213,946839,Suburban,Medium,1.21616981169658137749
214,969961,Rural,Small,0.1963479649004998747831
215,924099,Suburban,Large,0.0924237495829427211269
216,951648,Town,Tiny,0.05555555555555555556
217,951281,Rural,Small,1.50000000000000000000
218,902084,Town,Medium,0.10126582278481012658
219,969478,Rural,Small,0.54942048488483431319
220,900967,Rural,Small,3.5903698871735401415767
221,883374,Suburban,Mega,3.1354033896710080618152
222,901748,Rural,Small,0.56024096385542168675
223,924306,Rural,Small,0.6121068149386177400125
224,903558,Rural,Small,2.0306106985906955599333
225,883254,Town,Small,2.0967502897727130486593
226,969460,Rural,Tiny,0.0901583113456464379947
227,941491,Town,Tiny,0.0550137534383595898975
228,903412,Rural,Small,1.0212588578574406002501
229,882219,Rural,Small,0.3072465031156041657589
230,969554,Rural,Small,0.1886671996378615505785
231,924521,Urban,Large,0.4556500611292783115795
232,901119,Rural,Small,1.00000000000000000000
233,952137,Rural,Small,0.76458117548761679791
234,969140,Town,Small,0.4298919469928644240571
235,941354,Suburban,Small,0.1375412623787136140842
236,954148,Rural,Small,0.0126236592361844996766
237,900983,Suburban,Tiny,6.119590507212657049791
238,894168,Rural,Small,0.5404880754298391569606
239,928872,Town,Medium,1.6215823048334781200685
240,903665,Rural,Small,1.3465177895533686601060
241,937699,Town,Small,0.0041118941282151849087
