district_id,funding_year,name,state_code,num_students,ia_bw_mbps_total,ia_monthly_cost_total,projected_bw_fy2018,fit_for_ia,fit_for_ia_cost,sea_name,ss_name,state_network,projected_mrc_1g,projected_mrc_10g,multiple_10G_no_oversub,projected_mrc_10g_10kplus_no_oversub,total_projected_cost
882360,2019,Washington County School District,AL,2812.0,1500,7521.49,2390.2,True,True,ALABAMA DEPARTMENT OF EDUCATION,AL,True,0.0,2500.0,0.0,0.0,2500.0
882366,2019,Wilcox County School District,AL,1767.0,1000,3220.43,1501.95,True,True,ALABAMA DEPARTMENT OF EDUCATION,AL,True,0.0,2500.0,0.0,0.0,2500.0
882370,2019,Winfield City School District,AL,1276.0,1000,5704.8,1276.0,True,True,ALABAMA DEPARTMENT OF EDUCATION,AL,True,0.0,2500.0,0.0,0.0,2500.0
882376,2019,Winston County Board Of Education,AL,2486.0,1500,11817.25,2113.1,True,True,ALABAMA DEPARTMENT OF EDUCATION,AL,True,0.0,2500.0,0.0,0.0,2500.0
881862,2019,Alma Public School District 30,AR,3152.0,1000,9573.673506959869,3152.0,True,True,ARKANSAS DEPARTMENT OF EDUCATION,AR,True,0.0,2500.0,0.0,0.0,2500.0
881867,2019,Alpena Public School District,AR,528.0,1000,1143.554445328303,528.0,True,True,ARKANSAS DEPARTMENT OF EDUCATION,AR,True,890.0,0.0,0.0,0.0,890.0
881878,2019,Arkadelphia School District,AR,1856.0,3000,4770.967141154035,1856.0,True,True,ARKANSAS DEPARTMENT OF EDUCATION,AR,True,0.0,2500.0,0.0,0.0,2500.0
881884,2019,Armorel Public School District,AR,447.0,1000,1044.0602974654382,447.0,True,True,ARKANSAS DEPARTMENT OF EDUCATION,AR,True,890.0,0.0,0.0,0.0,890.0
881890,2019,Ashdown Public School District,AR,1419.0,2000,3404.990071819814,1419.0,True,True,ARKANSAS DEPARTMENT OF EDUCATION,AR,True,0.0,2500.0,0.0,0.0,2500.0
881896,2019,Atkins Public School District,AR,1034.0,2000,2770.0857887679267,1034.0,True,True,ARKANSAS DEPARTMENT OF EDUCATION,AR,True,0.0,2500.0,0.0,0.0,2500.0
881901,2019,Augusta Public School District,AR,432.0,1000,1730.6354552686114,432.0,True,True,ARKANSAS DEPARTMENT OF EDUCATION,AR,True,890.0,0.0,0.0,0.0,890.0
881910,2019,Bald Knob Public School District,AR,1270.0,2000,2369.969972664668,1270.0,True,True,ARKANSAS DEPARTMENT OF EDUCATION,AR,True,0.0,2500.0,0.0,0.0,2500.0
881470,2019,Batesville Public School District,AR,3193.0,4000,5362.034742297862,2714.05,True,True,ARKANSAS DEPARTMENT OF EDUCATION,AR,True,0.0,2500.0,0.0,0.0,2500.0
881921,2019,Bauxite Public School District,AR,1673.0,2000,3716.9840663527475,1673.0,True,True,ARKANSAS DEPARTMENT OF EDUCATION,AR,True,0.0,2500.0,0.0,0.0,2500.0
881927,2019,Bay School District 21,AR,590.0,1000,1219.7104597418536,590.0,True,True,ARKANSAS DEPARTMENT OF EDUCATION,AR,True,890.0,0.0,0.0,0.0,890.0
881560,2019,Bearden Public School District,AR,468.0,1000,3253.855076540996,468.0,True,True,ARKANSAS DEPARTMENT OF EDUCATION,AR,True,890.0,0.0,0.0,0.0,890.0
881932,2019,Beebe Public School District,AR,3369.0,4000,5578.219557407297,2863.65,True,True,ARKANSAS DEPARTMENT OF EDUCATION,AR,True,0.0,2500.0,0.0,0.0,2500.0
881937,2019,Benton Public School District 8,AR,5202.0,7000,12230.37527385953,4421.7,True,True,ARKANSAS DEPARTMENT OF EDUCATION,AR,True,0.0,2500.0,0.0,0.0,2500.0
